Name,Height
Vern Gardner,77
Jack Garfinkel,72
Patricio Garino,78
Darius Garland,73
Gary Garland,76
Winston Garland,74
Dick Garmaker,75
Chris Garner,70
Bill Garnett,81
Kevin Garnett,83
Marlon Garnett,74
Billy Garrett,78
Calvin Garrett,79
Dean Garrett,83
Diante Garrett,76
Eldo Garrett,75
Rowland Garrett,78
Tom Garrick,74
John Garris,80
Kiwane Garris,74
Pat Garrity,81
Jim Garvin,79
Marc Gasol,83
Pau Gasol,84
Frank Gates,72
Chris Gatling,NA
Kenny Gattison,80
Rudy Gay,80
Ed Gayda,76
Andrew Gaze,NA
Michael Gbinije,79
Reggie Geary,74
Alonzo Gee,78
Matt Geiger,NA
Mickael Gelabale,79
Devean George,80
Jack George,75
Paul George,80
Tate George,77
Marcus Georges-Hunt,77
Gus Gerard,80
Derrick Gervin,80
George Gervin,79
Gorham Getchell,76
John Gianelli,82
Dick Gibbs,77
Daniel Gibson,74
Dee Gibson,71
Jonathan Gibson,74
Mel Gibson,75
Mike Gibson,82
Taj Gibson,81
Ward Gibson,77
J.R. Giddens,77
Trey Gilder,81
Harry Giles III,83
Shai Gilgeous-Alexander,78
Eddie Gill,72
Kendall Gill,77
Ben Gillery,84
Gene Gillette,NA
Armen Gilliam,81
Herm Gilliam,75
Artis Gilmore,86
Walt Gilmore,78
Chuck Gilmur,76
Manu Ginobili,78
Gordan Giricek,78
Jack Givens,77
Mickell Gladness,83
George Glamack,78
Gerald Glass,77
Mike Glenn,74
Norman Glick,78
Georgi Glouchkov,80
Clarence Glover,80
Dion Glover,77
Andreas Glyniadakis,85
Mike Gminski,83
Rudy Gobert,85
Dan Godfread,82
Tom Gola,78
Ben Goldfaden,73
Anthony Goldwire,74
Ryan Gomes,79
Glen Gondrezick,78
Grant Gondrezick,77
Drew Gooden,82
Gail Goodrich,73
Steve Goodrich,82
Archie Goodwin,77
Brandon Goodwin,72
Wilfred Goodwin,74
Aaron Gordon,80
Ben Gordon,75
Drew Gordon,81
Eric Gordon,75
Lancaster Gordon,75
Paul Gordon,75
Marcin Gortat,83
Leo Gottlieb,71
Andrew Goudelock,75
Bato Govedarica,71
Joe Graboski,80
Ricky Grace,73
Devonte' Graham,73
Greg Graham,76
Joey Graham,79
Mal Graham,73
Orlando Graham,80
Paul Graham,78
Stephen Graham,78
Treveon Graham,77
Jim Grandholm,84
Ronnie Grandison,78
Danny Granger,81
Stewart Granger,75
Brian Grant,81
Bud Grant,75
Gary Grant,NA
Greg Grant,67
Harvey Grant,81
Horace Grant,82
Jerami Grant,80
Jerian Grant,76
Josh Grant,81
Paul Grant,84
Travis Grant,79
Donte Grantham,80
Don Grate,74
Butch Graves,75
Aaron Gray,84
Devin Gray,79
Ed Gray,75
Evric Gray,79
Gary Gray,73
Josh Gray,72
Leonard Gray,80
Stuart Gray,84
Sylvester Gray,78
Wyndol Gray,73
Jeff Grayer,77
Bob Greacen,79
A.C. Green,81
Danny Green,78
Devin Green,79
Draymond Green,78
Erick Green,76
Gerald Green,79
JaMychal Green,80
Javonte Green,76
Jeff Green,80
Johnny Green,77
Ken Green,80
Kenny Green,78
Lamar Green,79
Litterial Green,73
Luther Green,79
Mike Green,82
Rickey Green,72
Sean Green,77
Si Green,74
Sidney Green,81
Steve Green,79
Taurean Green,72
Tommy Green,74
Willie Green,75
Donte Greene,83
Orien Greene,76
Jerry Greenspan,77
David Greenwood,81
Hal Greer,74
Lynn Greer,74
Gary Gregor,79
Claude Gregory,80
John Greig,79
Norm Grekin,77
Kevin Grevey,77
Adrian Griffin,77
Blake Griffin,81
Eddie Griffin,81
Greg Griffin,79
Paul Griffin,81
Taylor Griffin,79
Darrell Griffith,76
Chuck Grigsby,77
Derek Grimm,81
George Grimshaw,73
Dick Groat,71
Bob Gross,78
Jerry Grote,76
Alex Groza,79
Anthony Grundy,75
Ernie Grunfeld,78
Gene Guarilia,77
Petur Gudmundsson,86
Marko Guduric,78
Richie Guerin,76
Tom Gugliotta,82
Andres Guibert,82
Jay Guidinger,82
Coulby Gunther,76
Dave Gunther,79
Al Guokas,77
Matt Guokas,78
Matt Guokas,75
Jorge Gutierrez,75
Kyle Guy,73
A.J. Guyton,74
Ha Ha,87
Rui Hachimura,80
Rudy Hackett,81
Hamed Haddadi,86
Scott Haffner,75
Cliff Hagan,76
Glenn Hagan,72
Bob Hahn,82
Al Hairston,73
Happy Hairston,79
Lindsay Hairston,79
Malik Hairston,78
PJ Hairston,78
Marcus Haislip,82
Chuck Halbert,81
Harvey Halbrook,87
Bruce Hale,73
Jack Haley,82
Shaler Halimon,77
Devon Hall,77
Mike Hall,80
Jeff Halliburton,77
Darvin Ham,79
Steve Hamer,84
Dale Hamilton,72
Daniel Hamilton,79
Dennis Hamilton,80
Jordan Hamilton,79
Justin Hamilton,84
Ralph Hamilton,73
Richard Hamilton,79
Roylee Hamilton,74
Steve Hamilton,78
Tang Hamilton,80
Thomas Hamilton,86
Zendon Hamilton,83
Geert Hammink,84
Tom Hammonds,NA
AJ Hammons,84
Darrin Hancock,79
Ben Handlogten,82
Cecil Hankins,73
Phil Hankinson,80
Dusty Hannahs,75
Alex Hannum,79
Don Hanrahan,79
Rollen Hans,74
Ben Hansbrough,75
Tyler Hansbrough,NA
Bob Hansen,78
Glenn Hansen,76
Lars Hansen,82
Travis Hansen,78
Reggie Hanson,80
Bill Hanzlik,79
Luke Harangody,79
Anfernee Hardaway,79
Tim Hardaway,72
Tim Hardaway Jr.,77
James Harden,77
Reggie Harding,84
Charlie Hardnett,80
Alan Hardy,78
James Hardy,80
John Hargis,74
Maurice Harkless,79
Jerry Harkness,74
Skip Harlicka,73
Jerome Harmon,76
Derek Harper,76
Jared Harper,70
Justin Harper,82
Mike Harper,82
Ron Harper,78
Matt Harpring,79
Montrezl Harrell,79
Josh Harrellson,82
Adam Harrington,77
Al Harrington,81
Junior Harrington,76
Othella Harrington,81
Art Harris,76
Bernie Harris,82
Bob Harris,79
Chris Harris,75
Devin Harris,75
Elias Harris,80
Gary Harris,76
Joe Harris,78
Lucious Harris,77
Manny Harris,77
Mike Harris,78
Steve Harris,77
Terrel Harris,76
Tobias Harris,80
Tony Harris,75
Aaron Harrison,78
Andrew Harrison,78
Bob Harrison,73
David Harrison,84
Shaquille Harrison,79
Jason Hart,75
Josh Hart,77
Isaiah Hartenstein,84
Antonio Harvey,83
Donnell Harvey,80
Kenny Hasbrouck,75
Scott Haskin,83
Clem Haskins,75
Udonis Haslem,80
Trenton Hassell,77
Billy Hassett,70
Joey Hassett,77
Scott Hastings,82
Kirk Haston,81
Vern Hatton,75
John Havlicek,77
Spencer Hawes,85
Steve Hawes,81
Connie Hawkins,80
Hersey Hawkins,75
Juaquin Hawkins,79
Marshall Hawkins,75
Michael Hawkins,NA
Robert Hawkins,76
Tom Hawkins,77
Nate Hawthorne,76
Chuck Hayes,78
Elvin Hayes,81
Jarvis Hayes,80
Jaxson Hayes,83
Nigel Hayes,79
Steve Hayes,84
Gordon Hayward,79
Lazar Hayward,78
Brendan Haywood,84
Spencer Haywood,80
John W. Hazen,74
Walt Hazzard,74
Luther Head,75
Shane Heal,72
Brian Heaney,74
Garfield Heard,78
Reggie Hearn,77
Herm Hedderick,77
Alvin Heggs,80
Tom Heinsohn,79
Dick Hemric,78
Alan Henderson,81
Cedric Henderson,79
Cedric Henderson,80
Dave Henderson,77
Gerald Henderson,74
Gerald Henderson,77
J.R. Henderson,80
Jerome Henderson,83
Kevin Henderson,76
Tom Henderson,75
Mark Hendrickson,81
Larry Hennessy,75
Don Henriksen,79
Al Henry,81
Bill Henry,81
Carl Henry,78
Conner Henry,79
Myke Henry,78
Skeeter Henry,79
Xavier Henry,78
John Henson,81
Steve Henson,71
Bill Herman,75
Clarence Hermsen,81
Dewan Hernandez,82
Juancho Hernangomez,81
Willy Hernangomez,83
Chris Herren,74
Carl Herrera,NA
Walter Herrmann,81
Tyler Herro,77
Keith Herron,78
Sidney Hertzberg,70
Kevin Hervey,81
Fred Hetzel,80
Bill Hewitt,79
Jack Hewson,78
Art Heyman,77
Mario Hezonja,80
Roy Hibbert,86
Matthew Hickey,71
Isaiah Hicks,81
Phil Hicks,79
JJ Hickson,81
Buddy Hield,76
Cory Higgins,77
Mike Higgins,81
Rod Higgins,79
Sean Higgins,81
Kenny Higgs,72
Johnny High,75
Haywood Highsmith,79
Wayne Hightower,80
Armond Hill,76
Cleo Hill,73
Gary Hill,76
George Hill,76
Grant Hill,80
Herbert Hill,82
Jordan Hill,82
Solomon Hill,78
Steven Hill,84
Tyrone Hill,81
Art Hillhouse,79
Darrun Hilliard,78
Darnell Hillman,81
Fred Hilton,75
Kirk Hinrich,76
Roy Hinson,81
Mel Hirsch,66
Lew Hitch,80
Robert Hite,74
Jaylen Hoard,80
Darington Hobson,79
Donald Hodge,84
Julius Hodge,79
Craig Hodges,74
Adolph Hoefer,69
"Bear, The Body Hoffman",74
Bob Hogsett,79
Paul Hogue,81
Fred Hoiberg,77
Doug Holcomb,76
Randy Holcomb,81
Aaron Holiday,72
Jrue Holiday,75
Justin Holiday,78
Brad Holland,75
Joe Holland,76
John Holland,77
Wilbur Holland,72
Lionel Hollins,75
Ryan Hollins,84
Essie Hollis,78
Rondae Hollis-Jefferson,78
Richaun Holmes,82
Jim Holstein,75
Alvin Holt,79
Michael Holton,76
Dick Holub,78
Joe Holup,78
Red Holzman,70
Jerald Honeycutt,81
Tyler Honeycutt,80
Derek Hood,80
Rodney Hood,80
Tom Hoover,81
Bob Hopkins,80
Dave Hoppen,83
Dennis Hopson,77
Scotty Hopson,79
Johnny Horan,80
Cedrick Hordges,80
Al Horford,81
Tito Horford,85
Ron Horn,79
Jeff Hornacek,76
Dennis Horner,81
Robert Horry,82
Ed Horton,80
Talen Horton-Tucker,76
Wilmer Hosket,79
Bob Houbregs,80
Eddie House,73
Danuel House Jr.,78
Allan Houston,78
Byron Houston,77
Tom Hovasse,80
Brian Howard,78
Dwight Howard,82
Greg Howard,81
Josh Howard,79
Juwan Howard,81
Mo Howard,74
Otis Howard,79
Stephen Howard,81
William Howard,80
Bailey Howell,79
Bob Hubbard,78
Phil Hubbard,80
Lester Hudson,75
Lou Hudson,77
Troy Hudson,73
Marcelo Huertas,75
Kevin Huerter,79
Josh Huestis,79
Nate Huffman,85
Alfredrick Hughes,77
Eddie Hughes,70
Kim Hughes,83
Larry Hughes,77
Rick Hughes,81
Robbie Hummel,81
John Hummer,81
Ryan Humphrey,80
Isaac Humphries,84
Jay Humphries,75
Kris Humphries,81
Rod Hundley,76
Brandon Hunter,79
Cedric Hunter,72
Chris Hunter,83
De'Andre Hunter,80
Les Hunter,79
Lindsey Hunter,74
Othello Hunter,NA
RJ Hunter,77
Steven Hunter,84
Vincent Hunter,80
Bobby Hurley,72
Roy Hurley,74
Geoff Huston,74
Paul Huston,75
Mel Hutchins,78
Chandler Hutchison,78
Joe Hutton,73
Greg Hyder,78
Marc Iavaroni,82
Serge Ibaka,82
Andre Iguodala,78
Zydrunas Ilgauskas,87
Mile Ilic,85
Ersan Ilyasova,81
Darrall Imhoff,82
Tom Ingelsby,75
Joe Ingles,80
Damien Inglis,80
Andre Ingram,75
Brandon Ingram,80
Joel Ingram,72
Byron Irvin,77
Kyrie Irving,74
Jonathan Isaac,83
Dan Issel,81
Mike Iuzzolino,70
Allen Iverson,72
Royal Ivey,76
Wes Iwundu,78
Jarrett Jack,75
Aaron Jackson,75
Al Jackson,73
Bobby Jackson,73
Cedric Jackson,75
Darnell Jackson,81
Demetrius Jackson,73
Frank Jackson,75
Greg Jackson,72
Jaren Jackson,78
Jermaine Jackson,77
Jim Jackson,78
Josh Jackson,80
Justin Jackson,80
Lucious Jackson,81
Luke Jackson,79
Marc Jackson,82
Mark Jackson,75
Michael Jackson,74
Myron Jackson,75
Phil Jackson,80
Pierre Jackson,70
Ralph Jackson,74
Randell Jackson,83
Reggie Jackson,74
Stanley Jackson,75
Stephen Jackson,80
Tony Jackson,72
Tracy Jackson,78
Wardell Jackson,79
Jaren Jackson Jr.,83
Winfred Jacobs,75
Casey Jacobsen,78
Sam Jacobson,NA
Dave Jamerson,77
Aaron James,80
Bernard James,82
Damion James,79
Gene James,76
Henry James,80
Jerome James,85
Justin James,79
LeBron James,81
Mike James,74
Mike James,73
Tim James,79
Antawn Jamison,81
Harold Jamison,81
John Janisch,75
Howie Janotta,75
Marko Jaric,79
Tony Jaros,75
Sarunas Jasikevicius,NA
Nathan Jawai,82
Buddy Jeannette,71
Abdul Jeelani,80
Chris Jefferies,80
Othyus Jeffers,77
Al Jefferson,82
Amile Jefferson,81
Cory Jefferson,81
Dontell Jefferson,77
Richard Jefferson,79
DaQuan Jeffries,77
Jared Jeffries,83
Charles Jenkins,75
Horace Jenkins,73
John Jenkins,76
Brandon Jennings,73
Keith Jennings,67
Chris Jent,79
Les Jepsen,84
Jonas Jerebko,82
Ty Jerome,77
Curtis Jerrells,73
Grant Jerrett,82
Pooh Jeter,71
Britton Johnsen,82
Alexander Johnson,81
Alize Johnson,79
Amir Johnson,81
Andy Johnson,77
Anthony Johnson,75
Armon Johnson,75
Arnie Johnson,77
Avery Johnson,71
BJ Johnson,79
Brice Johnson,82
Buck Johnson,79
Cameron Johnson,80
Carldell Johnson,70
Charlie Johnson,72
Chris Johnson,83
Chris Johnson,78
Clay Johnson,76
Clemon Johnson,82
Dakari Johnson,84
Darryl Johnson,73
Dave Johnson,79
David Johnson,71
DeMarco Johnson,81
Dennis Johnson,76
DerMarr Johnson,81
Eddie Johnson,NA
Eddie Johnson,74
Eric Johnson,74
Ervin Johnson,83
Frank Johnson,75
George Johnson,83
George Johnson,79
George Johnson,83
Gus Johnson,78
Harold Johnson,78
Ivan Johnson,80
JaJuan Johnson,82
James Johnson,79
Joe Johnson,79
John Johnson,79
Kannard Johnson,81
Keldon Johnson,77
Ken Johnson,82
Ken Johnson,80
Kevin Johnson,73
Larry Johnson,79
Larry Johnson,75
Lee Johnson,83
Linton Johnson,80
Lynbert Johnson,77
Magic Johnson,81
Marques Johnson,79
Mickey Johnson,82
Neil Johnson,79
Nick Johnson,75
Ollie Johnson,78
Omari Johnson,81
Orlando Johnson,77
Reggie Johnson,81
Rich Johnson,79
Ron Johnson,80
Stanley Johnson,78
Steffond Johnson,80
Steve Johnson,82
Trey Johnson,77
Tyler Johnson,75
Vinnie Johnson,74
Wesley Johnson,79
Darius Johnson-Odom,74
Nate Johnston,80
Neil Johnston,80
Jim Johnstone,83
Nikola Jokic,83
Howie Jolliff,79
Alvin Jones,83
Anthony Jones,78
Askia Jones,77
Bill Jones,79
Bobby Jones,81
Bobby Jones,79
Caldwell Jones,83
Charles Jones,81
Charles Jones,80
Charles R. Jones,75
Dahntay Jones,78
Damian Jones,83
Damon Jones,75
DeQuan Jones,80
Dominique Jones,77
Dontae' Jones,80
Dwayne Jones,83
Dwight Jones,82
Earl Jones,84
Eddie Jones,78
Edgar Jones,82
Fred Jones,74
Jake Jones,75
Jalen Jones,79
James Jones,80
Jemerrio Jones,77
Jimmy Jones,76
Johnny Jones,79
Jumaine Jones,80
K.C. Jones,73
Kevin Jones,80
Larry Jones,74
Major Jones,81
Mark Jones,78
Mark Jones,NA
Nick Jones,74
Ozell Jones,83
Popeye Jones,80
Rich Jones,80
Robin Jones,81
Sam Jones,76
Shelton Jones,80
Solomon Jones,82
Steve Jones,77
Terrence Jones,81
Tyus Jones,72
Wali Jones,74
Wallace Jones,76
Wil Jones,80
Willie Jones,75
Willie Jones,80
Perry Jones III,83
Derrick Jones Jr.,77
Adonis Jordan,71
DeAndre Jordan,83
Eddie Jordan,73
Jerome Jordan,84
Michael Jordan,78
Reggie Jordan,76
Thomas Jordan,82
Walter Jordan,79
Phil Jordon,82
Johnny Jorgensen,74
Noble Jorgensen,81
Roger Jorgensen,77
Cory Joseph,75
Garth Joseph,86
Kris Joseph,79
Yvon Joseph,83
Jeff Judkins,78
Mfiondu Kabengele,81
Edwin Kachan,74
George Kaftan,75
Ed Kalafat,78
Chris Kaman,84
Frank Kaminsky,84
Enes Kanter,82
Ralph Kaplowitz,74
Jason Kapono,80
Tony Kappen,70
Sergey Karasev,79
Coby Karl,77
George Karl,74
Ed Kasid,71
Mario Kasun,85
Leo Katkaveck,72
Bob Kauffman,80
Sasha Kaun,83
Wilbert Kautz,71
Clarence Kea,78
Michael Kearns,74
Tommy Kearns,71
Adam Keefe,81
Harold Keeling,76
Ken Keller,NA
Rich Kelley,84
Clark Kellogg,79
Gerard Kelly,74
Ryan Kelly,83
Tom Kelly,72
Greg Kelser,79
Ben Kelso,75
Shawn Kemp,82
Tim Kempton,82
Frank Kendrick,78
Luke Kennard,77
D.J. Kennedy,77
Eugene Kennedy,77
Joe Kennedy,78
William Kennedy,71
Larry Kenon,81
Bill Kenville,74
Jonathan Kerner,83
Johnny Kerr,81
Steve Kerr,73
Jack Kerris,78
Jerome Kersey,NA
Alec Kessler,83
Lari Ketner,NA
Randolph Keys,79
Viktor Khryapa,NA
Jason Kidd,76
Stanton Kidd,78
Warren Kidd,81
Michael Kidd-Gilchrist,78
Irv Kiffin,81
Jack Kiley,73
Ernie Killum,75
Carl Kilpatrick,82
Sean Kilpatrick,76
Toby Kimball,78
Bo Kimble,76
Stan Kimbrough,71
Chad Kinch,76
Albert King,78
Bernard King,79
Chris King,80
Dan King,78
Frankie King,73
George King,72
George King,78
Gerard King,NA
Jim King,74
Jimmy King,77
Louis King,79
Maury King,74
Reggie King,78
Rich King,86
Stacey King,83
Tom King,72
Bob Kinney,78
Tarence Kinsey,78
Andrei Kirilenko,81
Alex Kirk,84
Walt Kirk,75
Doug Kistler,81
Curtis Kitchen,81
Greg Kite,83
Kerry Kittles,77
Maxi Kleber,82
Joe Kleine,83
Linas Kleiza,80
Leo Klier,74
Herm Klotz,67
Duane Klueh,75
Billy Knight,78
Bob Knight,74
Brandin Knight,72
Brandon Knight,74
Brevin Knight,70
Negele Knight,73
Ron Knight,79
Toby Knight,81
Travis Knight,84
Lee Knorek,79
Dick Knostman,78
Rod Knowles,81
Kevin Knox II,79
Bart Kofoed,76
Don Kojis,75
Milo Komenich,79
Howard Komives,73
Jon Koncak,84
John Konchar,77
Bud Koper,78
Joe Kopicki,81
Furkan Korkmaz,79
Frank Kornet,81
Luke Kornet,86
Yaroslav Korolev,81
Kyle Korver,79
Len Kosmalski,83
Andy Kostecka,75
Harold Kottman,80
Kosta Koufos,84
Tom Kozelko,80
Arvid Kramer,81
Barry Kramer,76
Joel Kramer,79
Dan Kraus,72
Herb Krautblatt,73
Viacheslav Kravtsov,83
Jim Krebs,80
Wayne Kreklow,76
Tom Kron,77
Tom Kropp,75
Nenad Krstic,84
Larry Krystkowiak,81
Steve Kuberski,80
Leo Kubiak,71
Bruce Kuczenski,82
Frank Kudelka,74
John Kuester,74
Ray Kuka,75
Toni Kukoc,83
Kevin Kunnert,84
Mitch Kupchak,81
Charles Kupec,78
Rodions Kurucs,81
Rob Kurz,81
Ibrahim Kutluay,78
Kyle Kuzma,82
Ognjen Kuzmic,84
Mindaugas Kuzminskas,81
Fred LaCour,77
Raef LaFrentz,83
Tom LaGarde,82
Rusty LaRue,75
Rudy LaRusso,80
Zach LaVine,77
Skal Labissiere,82
Sam Lacey,82
Christian Laettner,83
Oliver Lafayette,74
Bill Laimbeer,83
Pete Lalich,74
Bo Lamar,73
Doron Lamb,76
Jeremy Lamb,77
John Lambert,82
Jeff Lamp,78
Maciej Lampe,83
Jim Lampley,82
Sean Lampley,78
Carl Landry,81
Marcus Landry,79
Mark Landsberger,80
Jerome Lane,78
Andrew Lang,83
Antonio Lang,80
James Lang,82
Trajan Langdon,NA
Keith Langford,76
Romeo Langford,76
Dan Langhi,83
Bob Lanier,83
Stu Lantz,75
Nicolas Laprovittola,76
York Larese,76
Shane Larkin,71
John Laskowski,78
Stephane Lasme,80
Dave Lattin,78
Priest Lauderdale,88
Rich Laurel,78
Walt Lautenbach,74
Joffrey Lauvergne,83
Tony Lavelli,75
Bob Lavoy,79
Acie Law,75
Vic Law,79
Gani Lawal,81
Ed Lawrence,83
Jason Lawson,83
Ty Lawson,71
Jake Layman,80
Dennis Layton,73
Caris LeVert,78
T.J. Leaf,82
Emanuel Leaks,80
Hal Lear,71
Allen Leavell,73
Jeff Lebo,74
Eric Leckner,83
Jalen Lecque,76
Ricky Ledo,79
Butch Lee,72
Clyde Lee,82
Courtney Lee,77
Damion Lee,77
David Lee,81
Doug Lee,77
George Lee,76
Greg Lee,75
Keith Lee,82
Kurk Lee,75
Malcolm Lee,77
Rock Lee,82
Ron Lee,75
Russell Lee,77
Ed Leede,75
Hank Lefkowitz,74
Tim Legler,76
George Lehmann,72
Walt Lemon Jr.,75
Alex Len,84
Voshon Lenard,76
Bob Leonard,75
Gary Leonard,85
Kawhi Leonard,79
Meyers Leonard,84
Jim Les,71
Travis Leslie,NA
Ronnie Lester,74
Clifford Lett,75
Jon Leuer,82
Andrew Levane,74
Lafayette Lever,75
Cliff Levingston,80
Bobby Lewis,75
Cedric Lewis,82
Fred Lewis,74
Freddie Lewis,72
Grady Lewis,79
Martin Lewis,78
Quincy Lewis,79
Ralph Lewis,78
Rashard Lewis,82
Reggie Lewis,79
Marcus Liberty,80
Todd Lichti,76
DeAndre Liggins,78
Bill Ligon,76
Damian Lillard,74
Jeremy Lin,75
Steve Lingenfelter,81
Alton Lister,84
Nassir Little,77
Randy Livingston,76
Shaun Livingston,79
Ron Livingstone,82
Horacio Llamas,83
Earl Lloyd,78
Lewis Lloyd,78
Scott Lloyd,82
Bob Lochmueller,77
Robert Lock,81
Darrell Lockhart,81
Ian Lockhart,80
Kevin Loder,78
Don Lofgran,77
Zach Lofton,76
Johnny Logan,74
Brad Lohaus,83
Art Long,81
Grant Long,81
John Long,77
Paul Long,74
Shawn Long,81
Luc Longley,NA
Kevon Looney,81
Brook Lopez,84
Felipe Lopez,77
Raul Lopez,72
Robin Lopez,84
Ryan Lorthridge,76
Jim Loscutoff,77
Plummer Lott,77
Kevin Loughery,75
Bob Love,80
Kevin Love,80
Stan Love,81
Clyde Lovellette,81
Sidney Lowe,72
Chuck Lowery,75
Kyle Lowry,72
Jordan Loyd,76
Al Lucas,75
Jerry Lucas,80
John Lucas,75
Kalin Lucas,73
Maurice Lucas,81
John Lucas III,71
Ted Luckenbill,78
Tyronn Lue,72
Jim Luisi,74
Al Lujack,75
Phil Lumpkin,72
Ray Lumpp,73
Timothe Luwawu-Cabarrot,79
Tyler Lydon,82
Trey Lyles,81
George Lynch,80
Kevin Lynch,77
Mike Lynn,79
Sheldon Mac,78
Todd MacCulloch,84
Ronnie MacGilvray,74
Don MacLean,NA
Mike Macaluso,77
Ed Macauley,80
Scott Machado,73
Arvydas Macijauskas,76
Ollie Mack,75
Sam Mack,NA
Shelvin Mack,75
Malcolm Mackey,81
Rudy Macklin,79
Vernon Macklin,82
Johnny Macknowski,73
Daryl Macon,74
Mark Macon,76
J.P. Macura,76
Kyle Macy,75
Jack Maddox,74
Tito Maddox,76
Gerald Madkins,76
Mark Madsen,81
Norm Mager,77
Josh Magette,73
Corey Maggette,78
Dave Magley,80
Jamaal Magloire,83
Ian Mahinmi,83
John Mahnken,80
Francis Mahoney,74
Rick Mahorn,82
Dan Majerle,78
Renaldo Major,79
Thon Maker,84
Lionel Malamed,69
Jeff Malone,76
Karl Malone,81
Moses Malone,82
Matt Maloney,NA
Steve Malovic,82
Ted Manakas,74
John Mandic,76
Frank Mangiapane,70
Marcus Mann,80
Terance Mann,77
Danny Manning,82
Ed Manning,79
Richard Manning,83
Pace Mannion,79
Nick Mantis,75
Pete Maravich,77
Peter Maravich,72
Devyn Marble,78
Roy Marble,78
Stephon Marbury,74
Sarunas Marciulionis,77
Saul Mariaschin,71
Jack Marin,78
Shawn Marion,79
Boban Marjanovic,88
Lauri Markkanen,84
Damir Markota,82
Sean Marks,82
Harvey Marlatt,75
Eric Marsh,75
Jim Marsh,79
Donny Marshall,79
Donyell Marshall,81
Kendall Marshall,76
Rawle Marshall,79
Tom Marshall,76
Vester Marshall,79
Bill Martin,79
Bob Martin,84
Brian Martin,81
Caleb Martin,77
Cartier Martin,79
Cody Martin,77
Cuonzo Martin,77
Darrick Martin,71
Don Martin,79
Donald Martin,68
Fernando Martin,81
Jarell Martin,82
Jeff Martin,77
Jeremiah Martin,74
Kelan Martin,77
Kenyon Martin,81
Kevin Martin,79
Larue Martin,83
Mo Martin,78
Phil Martin,75
Ronald Martin,74
Slater Martin,70
Jamal Mashburn,80
Al Masino,70
Anthony Mason,80
Desmond Mason,77
Frank Mason,71
Roger Mason Jr.,77
Tony Massenburg,81
Eddie Mast,81
Yante Maten,80
Garrison Mathews,77
Mangok Mathiang,82
Wes Matthews,73
Wesley Matthews,76
Ariel Maughan,76
Marlon Maxey,80
Jason Maxiell,79
Cedric Maxwell,80
Vernon Maxwell,76
Don May,76
Scott May,78
Sean May,81
Lee Mayberry,73
Clyde Mayes,80
Tharon Mayes,75
Bill Mayfield,79
Ken Mayfield,74
Eric Maynor,75
O.J. Mayo,77
Travis Mays,74
Matt Mazza,75
Luc Mbah a Moute,80
DJ Mbenga,84
Bob McAdoo,81
James Michael McAdoo,81
Ken McBride,75
Tahjere McCall,77
Ray McCallum,75
Bob McCann,78
Brendan McCann,74
Mel McCants,80
Rashad McCants,76
Mike McCarron,71
Andre McCarter,75
Willie McCarter,75
Johnny McCarthy,73
Howie McCarty,NA
Kelly McCarty,79
Walter McCarty,82
Amal McCaskill,83
Patrick McCaw,79
Dwayne McClain,78
"Ted, Hound Dog McClain",73
Dan McClintock,84
Jack McCloskey,74
George McCloud,80
CJ McCollum,75
John McConathy,77
Paul McConnell,70
T.J. McConnell,73
Keith McCord,79
Tim McCormick,83
Jelani McCoy,82
Paul McCracken,76
Chris McCray,77
Rodney McCray,80
Scooter McCray,81
Erik McCree,80
Chris McCullough,81
John McCullough,76
Clint McDaniel,76
Xavier McDaniel,79
Jalen McDaniels,81
Jim McDaniels,83
KJ McDaniels,78
Doug McDermott,79
Ben McDonald,80
Glenn McDonald,78
Michael McDonald,82
Hank McDowell,81
Antonio McDyess,81
Jim McElroy,75
Ivan McFarlin,79
Mel McGaha,73
Mitch McGary,82
JaVale McGee,84
Mike McGee,77
Bill McGill,81
George McGinnis,80
Jon McGlocklin,77
Tracy McGrady,80
Gil McGregor,80
Rodney McGruder,76
Al McGuire,74
Allie McGuire,75
Dick McGuire,72
Dominic McGuire,81
Kevin McHale,82
Jim McIlvaine,NA
Jeff McInnis,76
Kenny McIntosh,79
Kevin McKenna,77
Forrest McKenzie,79
Stan McKenzie,77
Derrick McKey,82
Aaron McKie,77
Billy McKinney,72
Carlton McKinney,76
Horace McKinney,78
Trey McKinney-Jones,77
Alfonzo McKinnie,79
Jordan McLaughlin,71
Ben McLemore,75
Mccoy McLemore,79
George McLeod,77
Keith McLeod,74
Roshown McLeod,NA
Jack McMahon,73
Nate McMillan,77
Tom McMillen,83
Jim McMillian,77
Shellie McMillon,77
Mal McMullan,NA
Chet McNabb,NA
Mark McNamara,83
Joe McNamee,78
Jerel McNeal,75
Chris McNealy,79
Bob McNeill,73
Larry McNeill,81
Carl McNulty,75
Paul McPherson,76
Cozell McQueen,83
Jordan McRae,77
Thales McReynolds,75
Josh McRoberts,82
Eric McWilliams,80
George Mearns,75
Slava Medvedenko,82
Darnell Mee,77
Jodie Meeks,76
Cliff Meely,80
Scott Meents,82
Dick Mehen,77
Don Meineke,79
Carl Meinhold,74
Salah Mejri,86
Gal Mekel,75
Bill Melchionni,73
Gary Melchionni,74
Nicolo Melli,81
Fab Melo,84
De'Anthony Melton,74
Ed Melvin,69
Dean Meminger,73
Chuck Mencel,72
John Mengelt,74
Ken Menke,72
